""	"X1"	"X2"	"X3"	"X4"	"X5"	"X6"	"X7"	"X8"	"X9"	"X10"	"X11"	"X12"	"X13"	"X14"	"X15"	"X16"	"X17"	"X18"	"X19"	"X20"	"X21"	"X22"	"X23"	"X24"	"X25"	"X26"	"X27"	"X28"	"X29"	"X30"	"X31"	"X32"	"X33"	"X34"	"X35"	"X36"	"X37"	"X38"	"X39"	"X40"	"X41"	"X42"	"X43"	"X44"	"X45"	"X46"	"X47"	"X48"	"X49"	"X50"	"X51"	"X52"	"X53"	"X54"	"X55"	"X56"	"X57"	"X58"	"X59"	"X60"	"X61"	"X62"	"X63"	"X64"	"X65"	"X66"	"X67"	"X68"	"X69"	"X70"	"X71"	"X72"	"X73"	"X74"	"X75"	"X76"	"X77"	"X78"	"X79"	"X80"	"X81"	"X82"	"X83"	"X84"	"X85"	"X86"	"X87"	"X88"	"X89"	"X90"	"X91"	"X92"	"X93"	"X94"	"X95"	"X96"	"X97"	"X98"	"X99"	"X100"	"X101"	"X102"	"X103"	"X104"	"X105"	"X106"	"X107"	"X108"	"X109"	"X110"	"X111"	"X112"	"X113"	"X114"	"X115"	"X116"	"X117"	"X118"	"X119"	"X120"	"X121"	"X122"	"X123"	"X124"	"X125"	"X126"	"X127"	"X128"	"X129"	"X130"	"X131"	"X132"	"X133"	"X134"	"X135"	"X136"	"X137"	"X138"	"X139"	"X140"	"X141"	"X142"	"X143"	"X144"	"X145"	"X146"	"X147"	"X148"	"X149"	"X150"	"X151"	"X152"	"X153"	"X154"	"X155"	"X156"	"X157"	"X158"	"X159"	"X160"	"X161"	"X162"	"X163"	"X164"	"X165"	"X166"	"X167"	"X168"	"X169"	"X170"	"X171"	"X172"	"X173"	"X174"	"X175"	"X176"	"X177"	"X178"	"X179"	"X180"	"X181"	"X182"	"X183"	"X184"	"X185"	"X186"	"X187"	"X188"	"X189"	"X190"	"X191"	"X192"	"X193"	"X194"	"X195"	"X196"	"X197"	"X198"	"X199"	"X200"	"X201"	"X202"	"X203"	"X204"
"11"	4980.7	4994.5	4925.15	4980.15	4981.8	4870.15	4869.21	4869.21	4808.71	4869.21	4869.21	4697.75	4807.61	4863.71	4595.75	4800.85	4863.71	4495.7	4800.3	4802.11	4440.7	4799.75	4697.75	4385.7	4697.75	4589.7	4306.72	4697.75	4440.7	4306.72	4595.2	4379.02	4251.72	4440.7	4373.52	4185.17	4384.52	4361.72	4130.17	4306.72	4306.72	4128.91	4251.72	4306.72	4018.91	4251.72	4251.72	3958.41	4240.17	4240.72	3958.41	4128.91	4185.17	3903.41	3902.15	4013.41	3819.3	3896.65	3958.41	3819.3	3895.63	3896.65	3764.3	3885.68	3886.23	3709.3	3874.3	3875.48	3596.3	3819.3	3819.3	3526.4	3515.65	3709.3	3394.1	3515.1	3698.3	3336.9	3393.55	3590.8	3336.35	3392.45	3590.8	3281.35	3391.9	3581.4	3226.35	3391.9	3516.2	3097.78	3336.35	3504.1	3030.68	3226.35	3091.18	2965.48	3225.33	3085.68	2910.48	3224.78	3020.48	2910.48	3097.23	2910.48	2837.28	3096.68	2910.48	2782.28	2910.48	2897.78	2672.28	2617.28	2892.28	2617.28	2388.23	2399.78	2523.28	2388.23	2388.78	2405.28	2262.49	2280.73	2286.23	1999.94	2275.23	2196.49	1889.94	2263.43	2102.49	1889.39	2256.99	2000.49	1888.13	2251.49	1944.94	1832.58	1832.03	1889.94	1832.58	1832.03	1833.13	1832.03	1819.63	1832.03	1831.48	1814.13	1792.93	1830.38	1814.13	1737.93	1829.83	1808.63	1676.25	1736.75	1798.43	1608.55	1731.25	1792.93	1553.55	1027.83	1792.93	1435.55	1026.73	1731.25	1380.55	1026.18	1676.25	1325.55	1026.18	1663.55	1216.65	1025.63	1553.55	1138.85	907.13	1316.15	1083.85	906.03	1310.65	1028.85	899.98	1310.65	918.13	788.88	1211.15	907.13	788.88	1199.35	844.98	682.53	1193.85	789.98	681.98	1027.83	694.88	571.98	1020.13	626.98	312.43	912.63	571.98	311.17	907.13	439.48
"12"	4999.45	4773.01	4943.51	4998.51	4765.7	4833.51	4773.01	4764.68	4778.51	4772.46	4649.18	4771.2	4771.2	4593.16	4654.68	4764.68	4470.34	4649.18	4649.18	4464.84	4648.16	4649.18	4306.58	4593.16	4648.16	4306.03	4593.16	4593.16	4238.33	4482.14	4592.14	4170.84	4464.84	4306.58	3988.29	4464.84	4306.03	3988.29	4464.84	4182.78	3988.29	4362.84	4181.84	3988.29	4307.84	4181.84	3894.29	4251.03	4170.29	3711.19	4183.33	3988.29	3601.19	4170.29	3838.19	3483.19	4043.29	3711.19	3477.69	3988.29	3601.19	3477.69	3894.29	3476.43	3467.03	3839.29	3442.78	3454.33	3711.19	3441.6	3443.33	3711.19	3322.34	3256.34	3601.19	3322.34	3080.76	3483.19	3322.34	3075.26	3477.69	3090.16	3019.32	3477.69	3074.32	2891.12	3441.6	2891.12	2695.87	3323.6	2708.57	2571.19	3322.34	2694.69	2328	3267.34	2444.19	2328	3256.34	2444.19	2328	3201.34	2341.64	2316.62	3091.34	2340.7	2316.62	3075.26	2326.82	2311.12	3075.26	2311.12	2311.12	3019.32	2192.62	2299.32	2901.32	2192.62	2192.62	2836.12	2121.37	2192.62	2709.12	2121.37	2187.12	2576.69	2120.19	2121.92	2444.19	1898.64	1993.19	2342.19	1669.64	1660.24	2341.64	1660.24	1660.24	2316.62	1659.3	1598.8	2205.32	1587.42	1588.6	2187.12	1457.48	1588.6	2132.12	1456.93	1587.42	2132.12	1304.68	1469.42	2121.37	1179.92	1463.92	1993.19	1167.57	1463.92	1899.19	1167.57	1458.42	1771.64	1167.57	1458.42	1669.64	1166.31	1447.53	1604.3	1165.76	1434.83	1469.42	1164.66	1424.63	1463.92	1164.66	1314.63	1458.42	981.56	1305.23	1447.53	970.81	1299.18	1424.63	773.63	1181.18	1424.63	761.83	1168.12	1314.63	750.28	1166.31	1181.18	739.28	1166.31	1168.12	739.28	1165.76	1165.76	738.26	1165.76	1109.66	738.26	971.36	982.66
"13"	4724.75	4892.5	4898	4251.93	4832	4837.5	3931.73	4832	4725.3	3917.77	4819.3	4724.75	3916.67	4713.75	4574.95	3813.73	4701.95	4456.95	3813.73	4184.23	4456.95	3491.73	4172.43	4346.95	3356.68	4159.73	4252.95	3355.74	3931.73	4196.93	3355.19	3919.03	4104.73	3339.74	3373.73	3986.73	3334.24	3368.23	3986.73	3278.22	3362.73	3931.73	3145.17	3357.23	3919.03	3144.62	3345.79	3814.67	2987.07	3340.29	3695.73	2974.72	3334.24	3585.73	2851.22	3272.72	3491.73	2850.04	3042.62	3491.73	2850.04	2975.27	3373.73	2850.04	2969.22	3373.73	2849.02	2851.22	3339.74	2847.84	2850.04	3339.74	2847.84	2847.84	3279.24	2571.44	2571.44	3145.72	2571.44	2571.44	3042.62	2570.26	2571.44	3042.62	2570.26	2571.44	2987.62	2569.24	2557.44	2987.07	2569.24	2292.56	2851.22	2556.26	2279.86	2847.84	2278.6	2266.8	2745.84	2255.8	2266.8	2635.84	2199.86	2255.8	2635.84	2199.86	2255.8	2580.84	2088.6	2199.86	2501.26	1866.66	2199.86	2399.26	1857.26	2199.86	2305.26	1857.26	2199.86	2200.8	1730.76	2088.6	2144.86	1730.76	1866.66	2089.86	1729.58	1857.26	1994.6	1729.58	1857.26	1867.6	1728.48	1736.26	1802.26	1624.28	1730.76	1802.26	1599.66	1729.58	1747.26	1599.66	1729.58	1634.48	1599.66	1624.28	1544.66	1544.66	1612.48	1488.64	1543.64	1600.68	1431.36	1487.46	1599.66	1376.36	1486.36	1486.36	1311.96	1201.02	1376.36	1311.96	976.76	1366.96	1256.96	976.76	1044.02	1201.96	921.76	978.02	1099.02	865.82	976.76	1044.02	855.16	921.76	989.02	830.36	865.82	921.76	751.3	865.82	866.76	750.12	856.42	764.36	459.84	844.16	695.12	326.48	831.46	695.12	326.48	830.36	640.12	270.46	819.36	585.12	215.46	752.56	585.12	160.46	751.3	483.12
"14"	4999.45	4993.95	4926.14	4993.4	4993.95	4926.14	4992.14	4981.14	4865.64	4992.14	4920.64	4865.64	4865.09	4859.59	4859.59	4804.04	4797.99	4804.59	4803.49	4792.49	4691.81	4791.31	4785.81	4597.81	4597.26	4785.81	4532.06	4195.01	4587.06	4532.06	4193.99	4526.56	4424.56	4065.73	4526.56	4297.56	4042.13	4053.93	4195.56	3913.13	4042.13	4066.99	3858.13	3918.63	3924.13	3856.87	3913.13	3913.13	3800.85	3858.13	3858.13	3788.91	3789.85	3801.87	3776.21	3776.21	3775.19	3775.19	3775.19	3775.19	3774.09	3761.39	3760.45	3760.45	3760.45	3650.45	3760.45	3760.45	3523.45	3523.45	3650.45	3523.45	3506.15	3650.45	3523.45	3488.55	3523.45	3523.45	3477.55	3523.45	3506.15	3476.37	3511.65	3500.65	3475.82	3511.65	3489.65	3475.82	3506.15	3489.65	3357.82	3500.65	3488.55	3351.14	3489.65	3488.55	3247.96	3489.65	3476.37	3247.41	3488.55	3476.37	3247.41	3477.55	3476.37	2995.13	3357.82	3476.37	2994.11	3352.32	3476.37	2983.91	3234.71	3357.82	2982.73	3225.31	3352.32	2868.93	3225.31	3249.14	2731.73	2995.13	3098.31	2720.73	2983.91	3098.31	2719.47	2880.73	2996.31	2718.92	2868.93	2983.91	2579.22	2868.93	2880.73	2579.22	2868.93	2858.73	2579.22	2858.73	2731.73	2451.2	2731.73	2731.73	2451.2	2731.73	2719.47	2451.2	2720.73	2718.92	2435.75	2720.73	2718.92	2316.49	2718.92	2579.22	2213.47	2706.22	2452.22	2212.37	2441.8	2451.2	2211.27	2436.3	2435.75	2210.01	2317.75	2317.75	2093.11	2316.49	2317.75	1974.56	2316.49	2214.49	1835.06	2204.51	2212.37	1835.06	2093.11	2102.51	1834.12	1969.06	1975.11	1685.92	1963.56	1969.06	1684.9	1836.16	1845.56	1683.8	1834.12	1845.56	1683.8	1696.12	1845.56	1673.6	1685.92	1707.12	1673.6	1673.6	1696.12	1673.6	1673.6	1683.8
"15"	4999.45	4999.45	4942.96	4998.9	4941.7	4942.96	4998.9	4931.28	4931.28	4997.96	4919.98	4908.98	4941.7	4914.48	4852.88	4940.68	4914.48	4796.62	4930.18	4908.98	4796.62	4930.18	4796.62	4796.62	4914.48	4789.86	4776.96	4907.88	4776.96	4721.96	4851.62	4776.96	4721.96	4795.36	4495.37	4601.76	4795.36	4428.02	4601.76	4789.86	4324.07	4507.21	4788.76	4208.57	4440.37	4788.76	4208.57	4334.02	4720.94	4208.57	4324.07	4719.76	4192.97	4214.07	4719.76	4182.77	4127.77	4601.21	4182.77	4127.77	4505.95	4115.97	4115.97	4505.95	4115.97	4013.42	4504.77	4115.42	3919.42	4504.77	3918.48	3918.48	4439.82	3905.78	3779.06	4333.47	3893.08	3632.46	4207.63	3882.08	3514.46	4207.63	3773.56	3514.46	4206.61	3773.56	3503.46	4205.67	3767.51	3438.26	4115.42	3756.51	3318.86	4115.42	3750.46	3213.06	3918.48	3514.46	3086.56	3918.48	3514.46	2958.46	3881.06	3503.46	2903.46	3773.01	3493.26	2790.22	3755.96	3428.86	2789.2	3438.26	3307.06	2631.22	3085.46	3207.56	2576.22	2902.28	3207.56	2474.22	2901.1	3196.56	2419.22	2899.92	3085.46	2408.22	2894.42	2958.46	2352.67	2789.2	2894.42	2244.62	2788.02	2884.22	2243.52	2749.22	2777.82	2149.52	2749.22	2767.62	2022.52	2413.72	2762.12	1932.15	2407.67	2762.12	1846.55	2346.62	2750.32	1846.55	2243.52	2413.72	1737.01	2243.52	2408.22	1734.26	2149.52	2407.67	1632.26	2021.5	2407.67	1571.76	2009.15	2347.17	1469.76	1845.53	2346.62	1393.6	1839.01	2009.7	1283.6	1735.75	2009.15	1222	1735.2	1998.95	1112	1734.26	1987.15	1057	1469.76	1921.15	994.38	1460.36	1921.15	900.38	1459.1	1910.95	790.38	1458.55	1901.55	735.38	1448.6	1840.03	617.29	1282.5	1626.76	515.29	1277	1460.36	421.29	1050.48	1449.15	287.85
"16"	4669.78	4945	4945	4245.78	4934	4879	4224.83	4873.5	4809.1	3988.58	4873.5	4737.6	3927.53	4864.1	4682.6	3921.48	4798.1	4614.78	3920.93	4792.6	4512.78	3606.38	4670.8	4457.78	3535.38	4245.78	4402.78	3529.33	4240.28	4300.78	3429.28	4230.88	4245.78	3428.73	4225.38	4169.83	3423.23	4067.83	4067.83	3357.09	4067.83	3989.13	3351.04	4062.33	3933.58	3350.49	4056.83	3818.93	3344.44	4044.13	3763.93	3343.89	3928.08	3661.93	3343.34	3922.03	3606.93	3342.79	3600.88	3536.48	3286.69	3591.48	3435.33	3286.69	3529.88	3368.23	3162.64	3429.83	3358.03	3161.46	3428.73	3287.79	3160.91	3423.23	3163.19	3149.36	3358.03	3084.16	3149.36	3351.59	2981.61	3083.61	3344.99	2915.45	2981.61	3281.19	2820.9	2980.35	3155.41	2820.9	2980.35	3155.41	2820.35	2979.8	3149.91	2820.35	2973.36	3139.16	2726.35	2972.81	3084.16	2671.35	2972.26	3084.16	2561.35	2971	2974.3	2506.35	2970.45	2500.85	2417.03	2914.9	2489.3	2323.03	2820.35	2478.08	2268.03	2820.35	2472.58	2172.77	2500.3	2167.27	2167.27	2488.28	2051.77	2112.27	2472.03	2040.77	2057.27	2266.77	2040.77	2040.77	2040.77	2035.27	1979.33	2034.33	1848.63	1861.33	1746.08	1689.98	1746.63	1744.98	1572.67	1689.98	1633.72	1400.52	1634.98	1578.17	1395.02	1578.72	1517.12	1387.87	1517.67	1516.57	1267.12	1461.57	1461.02	1261.62	1406.02	1394.47	1206.62	1332.87	1393.92	1196.42	1277.87	1393.37	1080.37	1206.62	1277.32	1073.22	1141.42	1140.87	1011.62	1085.87	1079.27	1005.57	1017.12	1078.72	993.77	916.77	1072.67	982.77	856.27	1072.12	977.27	788.62	1011.07	971.77	693.52	911.27	911.27	638.52	850.22	911.27	582.97	849.67	850.77	508.83	843.62	844.17	407.33	788.07	576.53	407.33
"17"	4982.15	4988.2	4916.15	4775.27	4988.2	4789.15	4775.27	4982.7	4665.27	4475.77	4971.15	4547.27	4419.67	4776.45	4536.27	4404.77	4775.27	4481.27	4404.77	4547.27	4420.77	4278.52	4541.77	4349.77	4222.58	4536.27	4289.27	4162.08	4475.77	4223.52	4160.98	4410.27	4222.58	4049.88	4404.77	4167.58	3988.83	4344.27	4162.08	3988.28	4279.07	4050.98	3911.53	4222.58	3989.38	3816.98	4162.08	3988.83	3799.93	4160.98	3927.78	3696.91	4044.38	3912.08	3498.49	3982.78	3817.53	3498.49	3917.58	3816.98	3497.94	3917.58	3816.98	3436.89	3912.08	3799.93	3321.39	3912.08	3697.93	3070.39	3805.98	3602.91	3070.39	3800.48	3508.91	3015.39	3799.93	3497.94	3014.84	3499.51	3442.94	3014.84	3437.44	3442.94	3014.29	3321.39	3326.89	3013.74	3070.39	3266.39	2998.04	3008.24	3164.39	2895.49	2998.04	3164.39	2895.49	2888.89	3070.39	2894.39	2888.89	3070.39	2833.89	2888.89	3015.39	2707.39	2888.89	2896.04	2697.44	2828.39	2894.39	2696.89	2707.39	2888.89	2635.84	2707.39	2888.89	2635.29	2707.39	2833.89	2634.74	2697.99	2718.39	2634.19	2691.39	2718.39	2567.64	2634.74	2707.39	2506.59	2634.74	2707.39	2222.54	2628.69	2636.39	2119.99	2568.19	2573.69	2119.44	2562.14	2573.69	2118.42	2393.59	2507.14	2117.87	2283.59	2404.59	2117.87	2223.09	2338.59	2117.87	2112.37	2283.59	1969.07	2106.87	2228.59	1968.13	2106.87	2120.54	1967.11	2046.37	2051.87	1741.06	1981.17	1991.37	1735.56	1970.17	1968.13	1734.54	1906.61	1912.11	1734.54	1741.61	1912.11	1734.54	1735.56	1912.11	1668.4	1735.56	1851.61	1574.4	1735.56	1741.61	1574.4	1724.34	1735.56	1552.65	1574.4	1735.56	1491.6	1563.4	1669.34	1491.6	1553.2	1574.4	1435.58	1497.65	1574.4	1415.43	1492.15	1497.65	1414.33	1426.18	1436.6
"18"	4935.05	4990.6	4935.6	4825.05	4819.55	4935.05	4819	4813.5	4880.05	4757.95	4690.25	4825.05	4757.95	4596.25	4825.05	4585.5	4586.05	4758.5	4584.95	4578.9	4702.95	4584.4	4314.4	4596.25	4523.9	4313.85	4586.05	4313.85	4247.85	4586.05	4313.85	4247.85	4523.9	4313.85	4139.25	4468.9	4246.75	4029.25	4413.9	4029.25	4022.65	4319.9	4028.7	3928.65	4313.85	4028.15	3864.25	4258.85	4028.15	3863.7	4144.75	4028.15	3863.7	4029.25	4022.65	3700.1	3928.65	3863.7	3543.1	3873.65	3863.7	3537.6	3863.7	3863.15	3361.6	3863.7	3807.6	3295.6	3808.15	3543.1	3283.66	3705.6	3294.66	3278.16	3598.1	3277.22	3055.12	3543.1	3149.67	3055.12	3543.1	3149.12	3049.62	3482.6	3044.12	3044.12	3372.6	2832.2	3038.62	3306.6	2777.2	3029.22	3150.22	2771.7	2771.7	3055.12	2760.15	2771.7	2935.22	2705.15	2771.7	2833.22	2704.6	2766.2	2777.2	2704.6	2766.2	2771.7	2649.05	2760.7	2705.15	2643.55	2643.55	2649.6	2642.61	2634.05	2517.53	2642.61	2628.55	2390.53	2641.67	2517.53	2325.33	2640.57	2380.33	2270.33	2639.55	2176.33	2270.33	2627.53	2115.83	2176.33	1989.33	2005.83	2121.33	1988.78	1994.83	2060.83	1987.76	1989.33	2005.83	1987.76	1922.56	2005.83	1921.54	1921.54	1989.33	1502.54	1916.04	1932.76	1501.44	1861.04	1861.04	1500.89	1861.04	1767.04	1445.89	1618.04	1767.04	995.44	1612.54	1673.04	975.29	1502.54	1618.04	974.27	1335.89	1618.04	967.83	1335.89	1502.54	951.58	1324.89	1445.89	950.56	1120.89	1335.89	949.54	1115.39	1222.89	846.99	995.99	1120.89	739.49	995.99	1060.39	683.94	986.04	1005.39	677.89	975.84	995.44	665.79	968.77	847.54	665.24	962.33	744.99	522.9	952.13	684.49	365.35	739.49	534.04
"19"	4999.45	4985.61	4930.61	4998.35	4697.81	4803.61	4997.41	4586.24	4709.61	4696.79	4580.74	4641.79	4641.79	4575.24	4586.24	4641.79	4453.22	4575.24	4641.24	4446.78	4519.22	4586.24	4334.66	4464.22	4586.24	4329.16	4391.78	4586.24	4161.8	4335.68	4575.24	4152.4	4334.66	4575.24	4146.9	4274.16	4574.22	4085.85	4274.16	4464.22	4019.85	4219.16	4452.28	4019.85	4163.06	4452.28	4008.85	4091.9	4391.78	4002.09	4085.85	4390.68	3996.59	4030.85	4390.68	3985.59	4030.85	4334.66	3645.57	3858.59	4218.06	3589.39	3756.59	4161.8	3583.89	3701.59	4091.9	3522.84	3646.59	4091.35	3398.88	3645.57	4085.85	3388.68	3589.39	4007.59	3383.18	3528.34	4002.09	3377.68	3467.84	4002.09	3365.88	3466.58	3756.59	3304.44	3411.58	3645.57	3298.94	3310.88	3645.57	3288.74	3232.64	3644.39	3225.88	3164.83	3589.39	3219.83	3069.1	3583.34	3008.6	3014.1	3466.58	2999.2	3014.1	3309.94	2993.7	2886.2	3287.64	2988.2	2810.72	3231.38	2886.2	2707.54	3225.33	2872.4	2681.94	3163.65	2865.72	2626.94	3163.1	2694.84	2621.44	3014.1	2694.84	2559.84	2999.2	2683.04	2431.31	2885.65	2682.49	2365.31	2885.1	2621.44	2309.13	2871.22	2621.44	2291.55	2809.54	2615.94	2291	2694.84	2549.64	2197	2682.49	2541.31	2142	2681.94	2431.31	2030.9	2681.94	2425.81	1975.9	2614.84	2420.31	1969.85	2548.54	2297.99	1904.65	2547.99	2292.49	1810.65	2546.81	2030.9	1671.63	2364.13	1970.4	1516.58	2308.19	1959.65	1396.38	2291.55	1810.65	1341.38	2291.55	1804.13	1286.38	2291	1798.63	1159.38	2291	1659.83	1159.38	2140.9	1654.33	1104.38	1970.4	1643.58	1104.38	1969.85	1506.38	1104.38	1809.63	1098.88	1083.98	1653.78	1093.38	1028.98	1159.38	1083.98	967.46	1098.88	1083.98	967.46
"20"	4999.45	4993.95	4883.95	4767.9	4823.45	4828.95	4639.15	4823.45	4823.45	4633.1	4768.45	4768.45	4419.7	4652.4	4657.9	4418.44	4639.7	4568.7	4417.18	4633.65	4474.7	4417.18	4623.7	4419.7	4361.24	4419.7	4419.7	4360.69	4361.24	4362.18	4360.69	4360.69	4360.69	4360.69	4350.49	4289.99	4288.73	4344.99	4179.74	4287.79	4281.74	4179.74	4287.24	4170.34	4115.34	4114.79	4103.49	4048.49	4114.79	3723.73	3938.49	4113.69	3718.23	3844.49	4113.69	3712.73	3844.49	3788.47	3706.13	3789.49	3787.92	3641.73	3732.92	3732.37	3581.23	3718.23	3731.82	3481.73	3651.13	3731.27	3475.68	3586.73	3730.25	3093.18	3487.23	3729.23	3093.18	3420.68	3712.18	3093.18	3420.68	3711.63	3092.24	3302.68	3481.18	2991.17	3208.68	3092.24	2788.1	3098.68	3092.24	2782.6	3098.68	3091.22	2727.05	3092.24	2996.67	2727.05	2997.22	2990.15	2727.05	2996.67	2793.6	2721.55	2888.15	2727.05	2599.15	2794.15	2720.45	2593.65	2793.6	2720.45	2588.15	2727.6	2719.35	2582.65	2719.35	2577.15	2577.15	2609.35	2576.6	2571.1	2515.55	2570.55	2504.55	2503.61	2515.55	2503.61	2437.06	2503.61	2492.06	2380.41	2503.61	2437.06	2270.41	2503.06	2208.26	2215.41	2437.06	1878.09	2213.76	2436.51	1868.69	2105.24	2435.41	1863.19	2105.24	2214.86	1857.69	2050.24	2213.76	1847.49	1940.24	2207.24	1847.49	1884.69	1939.69	1791	1868.69	1883.59	1684.35	1847.49	1878.09	1523.41	1847.49	1846.94	1514.01	1791	1846	1514.01	1697	1697	1507.49	1697	1697	1507.49	1590.35	1696.45	1497.29	1535.35	1695.9	1283.89	1442.29	1695.35	1277.84	1442.29	1684.35	1217.34	1348.29	1534.41	1156.29	1293.29	1512.99	1146.09	1222.84	1283.34	1079.87	1162.34	1217.34	1074.37	1162.34	1161.79	1068.32	1090.07
"21"	4999.45	4826.45	5000	4826.45	4816.25	4944.45	4826.45	4805.25	4826.45	4474.07	4364.07	4826.45	4270.07	4270.07	4687.25	4248.07	4259.07	4593.25	3988.47	4253.57	4475.25	3977.81	4248.07	4364.07	3849.87	4236.27	4270.07	3840.47	3997.87	4248.07	3816.55	3988.47	4134.27	3697.53	3988.47	4007.27	3697.53	3979.07	4007.27	3697.53	3979.07	4007.27	3697.53	3850.81	3979.07	3595.53	3840.47	3850.81	3594.59	3830.27	3840.47	3472.79	3817.57	3817.57	3472.79	3697.53	3698.55	3366.61	3594.59	3697.53	3354.81	3472.79	3595.53	3235.71	3472.79	3595.53	3235.71	3472.79	3484.59	3140.77	3461.79	3472.79	3139.75	3354.81	3367.79	3127.57	3236.81	3367.79	3126.47	3128.75	3354.81	3112.67	3113.77	3236.81	3112.67	3103.27	3236.81	3112.67	3099.89	3235.71	3103.27	3099.89	3141.71	3103.27	3099.89	3141.71	3102.25	2983.07	3099.89	3100.99	2863.97	2995.77	3099.89	2743.63	2995.77	3099.89	2731.83	2865.07	3099.89	2603.65	2863.97	3098.71	2590.95	2863.97	3097.77	2579.15	2863.97	2995.77	2566.45	2863.97	2865.07	2244.45	2753.97	2863.97	2234.25	2604.83	2753.03	1817.75	2604.83	2603.65	1687.05	2603.65	2603.65	1560.05	2603.65	2244.45	1549.05	2464.45	2037.15	1536.35	2354.45	2037.15	1524.55	2244.45	1926.05	1421.29	2132.25	1832.05	1421.29	2038.25	1830.79	1408.59	1927.15	1829.69	1407.33	1832.05	1829.69	1395.53	1832.05	1828.75	1385.33	1829.69	1687.05	1385.33	1699.75	1536.35	1385.33	1560.05	1421.29	1372.63	1536.35	1421.29	1363.23	1524.55	1421.29	1232.25	1422.55	1407.33	1232.25	1408.59	1372.63	1232.25	1395.53	1244.05	1122.25	1395.53	1232.25	1112.85	1245.23	1122.25	1112.85	1232.25	1112.85	1101.05	1232.25	1089.59	1090.85	1122.25	1064.07	1076.89	1122.25	1062.81	1065.09	1076.89
"22"	5000	4796	4890	4796	4796	4796	4784.78	4796	4796	4783.76	4785.8	4796	4782.58	4783.76	4796	4771.58	4771.58	4796	4770.56	4756.76	4796	4770.56	4756.76	4785.8	4769.46	4747.36	4785.8	4769.46	4747.36	4770.56	4747.36	4609.36	4620.36	4609.36	4599.96	4609.36	4505.96	4378.96	4505.96	4377.78	4365.98	4378.96	4152.88	4365.98	4378.96	4152.88	4152.88	4365.98	4152.88	4150.68	4263.98	4151.7	4148.48	4263.98	4151.7	4010.02	4153.98	4151.7	4010.02	4020.22	4150.68	3796.76	4010.02	4149.42	3796.76	3890.76	4148.48	3787.36	3890.76	4147.22	3777.96	3796.76	4010.02	3765.26	3796.76	4010.02	3765.26	3796.76	4008.76	3661.86	3671.26	3777.96	3550.46	3559.86	3671.26	3537.76	3524.48	3537.76	3537.76	3414.48	3537.76	3525.74	3414.48	3537.76	3525.74	3404.28	3537.76	3524.48	3404.28	3536.74	3404.28	3392.48	3524.48	3392.48	3273.3	3404.28	3392.48	3273.3	3391.3	3260.6	3140.4	3260.6	3250.4	3012.38	3139.38	2791.38	2918.38	2778.68	2778.68	2791.38	2777.74	2767.54	2672.28	2767.54	2766.28	2672.28	2766.28	2672.28	2617	2672.28	2661.28	2474.24	2672.28	2651.08	2474.24	2650.14	2640.74	2462.64	2639.8	2628	2462.64	2616.06	2628	2355.58	2616.06	2617	2355.58	2605.06	2605.06	2253.58	2592.24	2593.26	2253.58	2473.06	2474.24	2133.06	2473.06	2462.64	2131.88	2472.04	2462.64	2004.88	2449.58	2462.64	1876.7	2449.58	2450.84	1876.7	2355.58	2004.88	1876.7	2252.32	1876.7	1758.7	2251.06	1876.7	1756.5	2251.06	1876.7	1646.5	2131.88	1646.5	1539.8	2003.7	1633.8	1539.8	1758.7	1539.8	1412.8	1757.6	1400.32	1305.3	1756.5	1400.32	1183.5	1756.5	1293.5	1183.5	1756.5	1293.5	1081.5	1646.5	713.8	971.5
